identity_line_item_id,bill_billing_period_start_date,line_item_usage_account_id,product_product_name,line_item_usage_type,pricing_public_on_demand_cost,line_item_usage_start_date,line_item_usage_end_date
li-6663821,2025-07-01,607850271308,AmazonEC2,BoxUsage:m6i.xlarge,7.812,2025-07-01T11:00Z,2025-07-01T12:00Z
li-3620749,2025-06-01,331598171261,AmazonS3,BoxUsage:m6i.xlarge,7.554,2025-06-27T12:00Z,2025-06-27T13:00Z
li-6108548,2025-07-01,630134614992,AmazonEC2,InstanceUsage:rds.t3.medium,2.694,2025-07-06T07:00Z,2025-07-06T08:00Z
li-7998863,2025-06-01,432133071505,AmazonEC2,BoxUsage:m6i.xlarge,9.010,2025-06-30T03:00Z,2025-06-30T04:00Z
li-9096854,2025-06-01,448010780776,AmazonRDS,InstanceUsage:rds.t3.medium,9.978,2025-06-25T10:00Z,2025-06-25T11:00Z
li-2660257,2025-06-01,626666555674,AmazonEC2,TimedStorage-S3,1.561,2025-06-22T03:00Z,2025-06-22T04:00Z
li-8076727,2025-07-01,921541839732,AmazonS3,TimedStorage-S3,8.409,2025-07-16T09:00Z,2025-07-16T10:00Z
li-4476844,2025-06-01,264556736318,AmazonEC2,BoxUsage:m6i.xlarge,1.530,2025-06-23T04:00Z,2025-06-23T05:00Z
li-9260707,2025-07-01,546150422710,AmazonEC2,TimedStorage-S3,0.679,2025-07-13T21:00Z,2025-07-13T22:00Z
li-8470104,2025-06-01,116957514801,AmazonRDS,BoxUsage:m6i.xlarge,1.295,2025-06-25T00:00Z,2025-06-25T01:00Z
li-6239983,2025-07-01,380476955535,AmazonS3,InstanceUsage:rds.t3.medium,0.544,2025-07-05T22:00Z,2025-07-05T23:00Z
li-7126114,2025-07-01,221173891213,AmazonEC2,BoxUsage:m6i.xlarge,9.590,2025-07-04T04:00Z,2025-07-04T05:00Z
li-6193724,2025-07-01,999059585778,AmazonEC2,BoxUsage:m6i.xlarge,4.007,2025-07-11T08:00Z,2025-07-11T09:00Z
li-5549099,2025-07-01,244675538141,AmazonS3,TimedStorage-S3,7.760,2025-07-11T17:00Z,2025-07-11T18:00Z
li-8393056,2025-07-01,724153423247,AmazonEC2,InstanceUsage:rds.t3.medium,7.570,2025-07-06T21:00Z,2025-07-06T22:00Z
li-5615136,2025-06-01,212629678095,AmazonRDS,InstanceUsage:rds.t3.medium,9.077,2025-06-29T00:00Z,2025-06-29T01:00Z
li-8372642,2025-06-01,755258438092,AmazonS3,InstanceUsage:rds.t3.medium,5.078,2025-06-24T04:00Z,2025-06-24T05:00Z
li-4106832,2025-06-01,957811431292,AmazonRDS,BoxUsage:m6i.xlarge,4.325,2025-06-30T05:00Z,2025-06-30T06:00Z
li-5203737,2025-07-01,861371473366,AmazonEC2,BoxUsage:m6i.xlarge,4.318,2025-07-16T11:00Z,2025-07-16T12:00Z
li-6149904,2025-07-01,378632533151,AmazonRDS,BoxUsage:m6i.xlarge,2.441,2025-07-13T05:00Z,2025-07-13T06:00Z
li-5280609,2025-07-01,129402199082,AmazonS3,InstanceUsage:rds.t3.medium,8.903,2025-07-10T21:00Z,2025-07-10T22:00Z
li-2975731,2025-07-01,820196338677,AmazonEC2,TimedStorage-S3,4.074,2025-07-06T07:00Z,2025-07-06T08:00Z
li-3427722,2025-07-01,204582361599,AmazonS3,InstanceUsage:rds.t3.medium,0.064,2025-07-16T03:00Z,2025-07-16T04:00Z
li-5193911,2025-07-01,255353918789,AmazonRDS,InstanceUsage:rds.t3.medium,5.721,2025-07-08T08:00Z,2025-07-08T09:00Z
li-8539495,2025-07-01,178811156019,AmazonS3,BoxUsage:m6i.xlarge,0.667,2025-07-17T19:00Z,2025-07-17T20:00Z
li-9737786,2025-06-01,409262923770,AmazonS3,InstanceUsage:rds.t3.medium,4.602,2025-06-24T05:00Z,2025-06-24T06:00Z
li-4177712,2025-07-01,270563382227,AmazonEC2,InstanceUsage:rds.t3.medium,4.727,2025-07-10T06:00Z,2025-07-10T07:00Z
li-4811503,2025-06-01,911451109499,AmazonRDS,TimedStorage-S3,4.927,2025-06-28T01:00Z,2025-06-28T02:00Z
li-5003955,2025-06-01,865851746476,AmazonRDS,TimedStorage-S3,1.034,2025-06-26T21:00Z,2025-06-26T22:00Z
li-6225315,2025-06-01,314482344218,AmazonRDS,BoxUsage:m6i.xlarge,3.775,2025-06-20T10:00Z,2025-06-20T11:00Z
li-2202784,2025-07-01,770111979496,AmazonRDS,TimedStorage-S3,1.003,2025-07-04T18:00Z,2025-07-04T19:00Z
li-7283167,2025-06-01,886692988682,AmazonS3,InstanceUsage:rds.t3.medium,9.567,2025-06-24T18:00Z,2025-06-24T19:00Z
li-9379181,2025-06-01,121521062889,AmazonS3,InstanceUsage:rds.t3.medium,2.038,2025-06-29T15:00Z,2025-06-29T16:00Z
li-3004527,2025-07-01,821750854227,AmazonEC2,InstanceUsage:rds.t3.medium,4.887,2025-07-11T03:00Z,2025-07-11T04:00Z
li-2821874,2025-06-01,211231311864,AmazonS3,InstanceUsage:rds.t3.medium,0.293,2025-06-24T16:00Z,2025-06-24T17:00Z
li-9687609,2025-06-01,121913971825,AmazonS3,BoxUsage:m6i.xlarge,8.924,2025-06-24T21:00Z,2025-06-24T22:00Z
li-6459829,2025-06-01,103395612275,AmazonEC2,TimedStorage-S3,5.006,2025-06-25T16:00Z,2025-06-25T17:00Z
li-3162393,2025-06-01,901544859941,AmazonEC2,BoxUsage:m6i.xlarge,0.955,2025-06-18T08:00Z,2025-06-18T09:00Z
li-8920066,2025-07-01,941396780875,AmazonEC2,BoxUsage:m6i.xlarge,8.010,2025-07-12T22:00Z,2025-07-12T23:00Z
li-3935778,2025-07-01,137370656058,AmazonRDS,TimedStorage-S3,4.227,2025-07-12T17:00Z,2025-07-12T18:00Z
li-6929859,2025-06-01,338936336166,AmazonRDS,InstanceUsage:rds.t3.medium,2.737,2025-06-23T14:00Z,2025-06-23T15:00Z
li-2840754,2025-06-01,287416391063,AmazonRDS,InstanceUsage:rds.t3.medium,1.229,2025-06-27T05:00Z,2025-06-27T06:00Z
li-7685036,2025-07-01,118068057003,AmazonRDS,TimedStorage-S3,8.620,2025-07-07T08:00Z,2025-07-07T09:00Z
li-2283500,2025-07-01,927055662222,AmazonEC2,TimedStorage-S3,9.238,2025-07-06T17:00Z,2025-07-06T18:00Z
li-5519999,2025-07-01,198968140388,AmazonRDS,BoxUsage:m6i.xlarge,4.033,2025-07-02T17:00Z,2025-07-02T18:00Z
li-9951607,2025-06-01,969420269051,AmazonRDS,BoxUsage:m6i.xlarge,0.971,2025-06-20T08:00Z,2025-06-20T09:00Z
li-2326079,2025-06-01,924811752572,AmazonEC2,InstanceUsage:rds.t3.medium,3.698,2025-06-18T12:00Z,2025-06-18T13:00Z
li-2903498,2025-07-01,975896084768,AmazonRDS,TimedStorage-S3,9.567,2025-07-02T16:00Z,2025-07-02T17:00Z
li-3053477,2025-07-01,688242291172,AmazonS3,TimedStorage-S3,3.417,2025-07-09T06:00Z,2025-07-09T07:00Z
li-9596628,2025-07-01,176740724627,AmazonS3,TimedStorage-S3,4.231,2025-07-10T21:00Z,2025-07-10T22:00Z
li-8330066,2025-07-01,731739174561,AmazonS3,TimedStorage-S3,6.335,2025-07-08T02:00Z,2025-07-08T03:00Z
li-5839875,2025-06-01,822684437657,AmazonEC2,BoxUsage:m6i.xlarge,6.473,2025-06-29T14:00Z,2025-06-29T15:00Z
li-9546266,2025-07-01,147124120874,AmazonRDS,InstanceUsage:rds.t3.medium,5.159,2025-07-06T15:00Z,2025-07-06T16:00Z
li-6217145,2025-07-01,887365509817,AmazonRDS,BoxUsage:m6i.xlarge,0.314,2025-07-10T14:00Z,2025-07-10T15:00Z
li-3004524,2025-07-01,203557838488,AmazonEC2,TimedStorage-S3,7.753,2025-07-11T19:00Z,2025-07-11T20:00Z
li-9220983,2025-06-01,304063685824,AmazonEC2,InstanceUsage:rds.t3.medium,0.093,2025-06-26T15:00Z,2025-06-26T16:00Z
li-8441678,2025-07-01,947178336295,AmazonEC2,InstanceUsage:rds.t3.medium,0.651,2025-07-13T15:00Z,2025-07-13T16:00Z
li-1564096,2025-07-01,332671665223,AmazonRDS,BoxUsage:m6i.xlarge,5.431,2025-07-17T22:00Z,2025-07-17T23:00Z
li-2511815,2025-06-01,636776648183,AmazonEC2,BoxUsage:m6i.xlarge,4.576,2025-06-26T06:00Z,2025-06-26T07:00Z
li-2539463,2025-06-01,840804181556,AmazonRDS,BoxUsage:m6i.xlarge,7.287,2025-06-23T00:00Z,2025-06-23T01:00Z
li-7669845,2025-06-01,564055011398,AmazonEC2,BoxUsage:m6i.xlarge,5.606,2025-06-27T04:00Z,2025-06-27T05:00Z
li-9105074,2025-06-01,382601774458,AmazonEC2,InstanceUsage:rds.t3.medium,4.278,2025-06-30T00:00Z,2025-06-30T01:00Z
li-2988625,2025-06-01,534028324645,AmazonS3,TimedStorage-S3,5.438,2025-06-30T05:00Z,2025-06-30T06:00Z
li-9215061,2025-07-01,269352834530,AmazonRDS,TimedStorage-S3,0.602,2025-07-06T00:00Z,2025-07-06T01:00Z
li-3390214,2025-07-01,763816886376,AmazonRDS,BoxUsage:m6i.xlarge,4.978,2025-07-06T21:00Z,2025-07-06T22:00Z
li-3261507,2025-06-01,196468205373,AmazonS3,InstanceUsage:rds.t3.medium,7.128,2025-06-22T00:00Z,2025-06-22T01:00Z
li-9535590,2025-06-01,680570780131,AmazonS3,InstanceUsage:rds.t3.medium,9.887,2025-06-30T13:00Z,2025-06-30T14:00Z
li-3461807,2025-06-01,124998416559,AmazonEC2,InstanceUsage:rds.t3.medium,5.708,2025-06-21T22:00Z,2025-06-21T23:00Z
li-4115895,2025-07-01,642065214152,AmazonRDS,TimedStorage-S3,6.452,2025-07-04T03:00Z,2025-07-04T04:00Z
li-7061673,2025-06-01,443857634156,AmazonS3,TimedStorage-S3,4.234,2025-06-27T02:00Z,2025-06-27T03:00Z
li-4116250,2025-06-01,490471480163,AmazonEC2,TimedStorage-S3,7.592,2025-06-27T14:00Z,2025-06-27T15:00Z
li-4756869,2025-07-01,224963619020,AmazonEC2,TimedStorage-S3,0.687,2025-07-02T18:00Z,2025-07-02T19:00Z
li-6864635,2025-07-01,190803632127,AmazonEC2,TimedStorage-S3,7.703,2025-07-11T01:00Z,2025-07-11T02:00Z
li-6558897,2025-07-01,301503326339,AmazonS3,TimedStorage-S3,7.188,2025-07-17T09:00Z,2025-07-17T10:00Z
li-6344935,2025-07-01,209442745857,AmazonRDS,BoxUsage:m6i.xlarge,9.615,2025-07-17T16:00Z,2025-07-17T17:00Z
li-5747917,2025-06-01,984535729985,AmazonRDS,BoxUsage:m6i.xlarge,2.690,2025-06-27T12:00Z,2025-06-27T13:00Z
li-2210424,2025-06-01,627371950204,AmazonEC2,BoxUsage:m6i.xlarge,7.341,2025-06-20T11:00Z,2025-06-20T12:00Z
li-4682671,2025-07-01,201915133153,AmazonS3,InstanceUsage:rds.t3.medium,7.172,2025-07-06T11:00Z,2025-07-06T12:00Z
li-7414694,2025-07-01,987160043975,AmazonRDS,BoxUsage:m6i.xlarge,0.238,2025-07-01T21:00Z,2025-07-01T22:00Z
li-7870653,2025-07-01,825427012886,AmazonRDS,InstanceUsage:rds.t3.medium,8.624,2025-07-09T11:00Z,2025-07-09T12:00Z
li-1462940,2025-07-01,810258253609,AmazonRDS,TimedStorage-S3,9.988,2025-07-01T11:00Z,2025-07-01T12:00Z
li-9064751,2025-06-01,600809622048,AmazonS3,InstanceUsage:rds.t3.medium,3.076,2025-06-25T16:00Z,2025-06-25T17:00Z
li-1225352,2025-07-01,840103275511,AmazonRDS,BoxUsage:m6i.xlarge,0.599,2025-07-03T11:00Z,2025-07-03T12:00Z
li-1368911,2025-07-01,618949276662,AmazonS3,BoxUsage:m6i.xlarge,6.040,2025-07-17T01:00Z,2025-07-17T02:00Z
li-7130317,2025-06-01,790292395340,AmazonEC2,BoxUsage:m6i.xlarge,4.901,2025-06-24T18:00Z,2025-06-24T19:00Z
li-1026831,2025-06-01,679099158406,AmazonEC2,InstanceUsage:rds.t3.medium,3.860,2025-06-19T03:00Z,2025-06-19T04:00Z
li-9183858,2025-07-01,566174787063,AmazonRDS,InstanceUsage:rds.t3.medium,2.437,2025-07-05T11:00Z,2025-07-05T12:00Z
li-6682930,2025-06-01,176782026892,AmazonRDS,TimedStorage-S3,9.115,2025-06-26T15:00Z,2025-06-26T16:00Z
li-1173525,2025-07-01,669136602043,AmazonS3,InstanceUsage:rds.t3.medium,6.274,2025-07-10T13:00Z,2025-07-10T14:00Z
li-2326579,2025-07-01,434128096543,AmazonEC2,InstanceUsage:rds.t3.medium,1.506,2025-07-02T21:00Z,2025-07-02T22:00Z
li-1273895,2025-06-01,325190703476,AmazonS3,InstanceUsage:rds.t3.medium,8.442,2025-06-19T12:00Z,2025-06-19T13:00Z
li-5035839,2025-07-01,329416678019,AmazonS3,TimedStorage-S3,7.726,2025-07-01T02:00Z,2025-07-01T03:00Z
li-8960872,2025-07-01,870555330913,AmazonS3,BoxUsage:m6i.xlarge,0.698,2025-07-01T00:00Z,2025-07-01T01:00Z
li-7615744,2025-07-01,419082904431,AmazonEC2,InstanceUsage:rds.t3.medium,1.305,2025-07-09T04:00Z,2025-07-09T05:00Z
li-2688443,2025-06-01,832004894303,AmazonEC2,TimedStorage-S3,8.342,2025-06-19T02:00Z,2025-06-19T03:00Z
li-8534678,2025-07-01,254119297284,AmazonEC2,TimedStorage-S3,6.555,2025-07-01T08:00Z,2025-07-01T09:00Z
li-8531055,2025-06-01,919004655863,AmazonS3,TimedStorage-S3,2.995,2025-06-20T14:00Z,2025-06-20T15:00Z
li-5710312,2025-07-01,252302700375,AmazonS3,BoxUsage:m6i.xlarge,6.454,2025-07-17T03:00Z,2025-07-17T04:00Z
li-4217468,2025-07-01,617927194229,AmazonRDS,TimedStorage-S3,4.695,2025-07-07T01:00Z,2025-07-07T02:00Z
li-7004431,2025-07-01,680703137066,AmazonRDS,TimedStorage-S3,5.797,2025-07-12T03:00Z,2025-07-12T04:00Z
li-1858946,2025-06-01,438112246959,AmazonS3,InstanceUsage:rds.t3.medium,2.853,2025-06-29T06:00Z,2025-06-29T07:00Z
li-8993702,2025-07-01,408718338393,AmazonRDS,InstanceUsage:rds.t3.medium,6.387,2025-07-03T21:00Z,2025-07-03T22:00Z
li-9210222,2025-07-01,367532653771,AmazonS3,TimedStorage-S3,0.082,2025-07-13T06:00Z,2025-07-13T07:00Z
li-8563711,2025-06-01,285854254189,AmazonS3,TimedStorage-S3,8.372,2025-06-21T22:00Z,2025-06-21T23:00Z
li-1577904,2025-06-01,617203609198,AmazonS3,BoxUsage:m6i.xlarge,0.819,2025-06-27T11:00Z,2025-06-27T12:00Z
li-9059111,2025-07-01,940918511976,AmazonRDS,InstanceUsage:rds.t3.medium,9.122,2025-07-14T01:00Z,2025-07-14T02:00Z
li-6148127,2025-07-01,634259877502,AmazonS3,TimedStorage-S3,4.507,2025-07-09T08:00Z,2025-07-09T09:00Z
li-2996735,2025-06-01,407869560954,AmazonEC2,InstanceUsage:rds.t3.medium,2.167,2025-06-24T14:00Z,2025-06-24T15:00Z
li-9697978,2025-07-01,704187825948,AmazonEC2,BoxUsage:m6i.xlarge,8.282,2025-07-15T00:00Z,2025-07-15T01:00Z
li-2965734,2025-06-01,509598458009,AmazonS3,TimedStorage-S3,1.847,2025-06-28T17:00Z,2025-06-28T18:00Z
li-1330089,2025-07-01,557508501697,AmazonS3,InstanceUsage:rds.t3.medium,4.179,2025-07-06T02:00Z,2025-07-06T03:00Z
li-3183814,2025-07-01,392828886409,AmazonS3,TimedStorage-S3,0.040,2025-07-04T11:00Z,2025-07-04T12:00Z
li-9078836,2025-06-01,696690409469,AmazonEC2,TimedStorage-S3,0.523,2025-06-20T18:00Z,2025-06-20T19:00Z
li-6267172,2025-07-01,578281242028,AmazonS3,TimedStorage-S3,7.363,2025-07-05T05:00Z,2025-07-05T06:00Z
li-4225000,2025-06-01,380960347631,AmazonRDS,InstanceUsage:rds.t3.medium,2.960,2025-06-26T10:00Z,2025-06-26T11:00Z
li-5708421,2025-06-01,980411304740,AmazonS3,TimedStorage-S3,4.577,2025-06-18T02:00Z,2025-06-18T03:00Z
li-3878877,2025-07-01,544921005227,AmazonS3,InstanceUsage:rds.t3.medium,4.180,2025-07-16T16:00Z,2025-07-16T17:00Z
li-9239170,2025-07-01,891920799000,AmazonRDS,InstanceUsage:rds.t3.medium,8.112,2025-07-04T14:00Z,2025-07-04T15:00Z
li-5070610,2025-06-01,837631837174,AmazonEC2,TimedStorage-S3,2.305,2025-06-28T15:00Z,2025-06-28T16:00Z
li-8421578,2025-07-01,635169660591,AmazonEC2,TimedStorage-S3,9.229,2025-07-08T01:00Z,2025-07-08T02:00Z
li-8737396,2025-07-01,143997811014,AmazonRDS,BoxUsage:m6i.xlarge,1.967,2025-07-15T01:00Z,2025-07-15T02:00Z
li-2385126,2025-06-01,436293853960,AmazonS3,InstanceUsage:rds.t3.medium,8.627,2025-06-28T13:00Z,2025-06-28T14:00Z
li-5985519,2025-07-01,808076117852,AmazonS3,InstanceUsage:rds.t3.medium,9.769,2025-07-09T08:00Z,2025-07-09T09:00Z
li-3313891,2025-06-01,765055034140,AmazonRDS,BoxUsage:m6i.xlarge,2.229,2025-06-27T12:00Z,2025-06-27T13:00Z
li-8687490,2025-06-01,727813580274,AmazonRDS,TimedStorage-S3,3.647,2025-06-30T05:00Z,2025-06-30T06:00Z
li-2622747,2025-06-01,755444070288,AmazonEC2,BoxUsage:m6i.xlarge,3.405,2025-06-28T18:00Z,2025-06-28T19:00Z
li-5219035,2025-07-01,283376632174,AmazonS3,BoxUsage:m6i.xlarge,2.134,2025-07-11T03:00Z,2025-07-11T04:00Z
li-5273263,2025-07-01,983571932727,AmazonEC2,InstanceUsage:rds.t3.medium,8.921,2025-07-14T08:00Z,2025-07-14T09:00Z
li-1018166,2025-06-01,133550018613,AmazonEC2,TimedStorage-S3,3.828,2025-06-22T10:00Z,2025-06-22T11:00Z
li-9856435,2025-06-01,869006066205,AmazonRDS,InstanceUsage:rds.t3.medium,1.153,2025-06-26T10:00Z,2025-06-26T11:00Z
li-9064299,2025-06-01,270429251947,AmazonRDS,BoxUsage:m6i.xlarge,0.041,2025-06-23T13:00Z,2025-06-23T14:00Z
li-3044994,2025-06-01,691011879197,AmazonRDS,InstanceUsage:rds.t3.medium,6.047,2025-06-22T19:00Z,2025-06-22T20:00Z
li-2108534,2025-06-01,306091469459,AmazonEC2,TimedStorage-S3,2.105,2025-06-27T06:00Z,2025-06-27T07:00Z
li-8019431,2025-07-01,419243661900,AmazonEC2,InstanceUsage:rds.t3.medium,8.076,2025-07-06T11:00Z,2025-07-06T12:00Z
li-3016131,2025-07-01,160102529774,AmazonS3,InstanceUsage:rds.t3.medium,2.276,2025-07-02T17:00Z,2025-07-02T18:00Z
li-7540154,2025-06-01,895845006572,AmazonRDS,InstanceUsage:rds.t3.medium,1.218,2025-06-27T07:00Z,2025-06-27T08:00Z
li-2625363,2025-07-01,814979951937,AmazonS3,InstanceUsage:rds.t3.medium,2.305,2025-07-12T04:00Z,2025-07-12T05:00Z
li-7263075,2025-07-01,339950921449,AmazonS3,TimedStorage-S3,5.090,2025-07-05T17:00Z,2025-07-05T18:00Z
li-1692086,2025-06-01,320878664107,AmazonEC2,InstanceUsage:rds.t3.medium,0.322,2025-06-29T02:00Z,2025-06-29T03:00Z
li-9816921,2025-06-01,341918573196,AmazonRDS,TimedStorage-S3,4.127,2025-06-20T11:00Z,2025-06-20T12:00Z
li-7152558,2025-07-01,613484384638,AmazonEC2,BoxUsage:m6i.xlarge,6.185,2025-07-16T16:00Z,2025-07-16T17:00Z
li-3177173,2025-07-01,812858300584,AmazonS3,InstanceUsage:rds.t3.medium,3.567,2025-07-04T00:00Z,2025-07-04T01:00Z
li-4820245,2025-07-01,810043000943,AmazonEC2,BoxUsage:m6i.xlarge,1.613,2025-07-13T07:00Z,2025-07-13T08:00Z
li-1614604,2025-07-01,837868033213,AmazonS3,TimedStorage-S3,7.972,2025-07-06T06:00Z,2025-07-06T07:00Z
li-3087575,2025-07-01,244129710983,AmazonRDS,TimedStorage-S3,8.505,2025-07-08T19:00Z,2025-07-08T20:00Z
li-3005385,2025-07-01,658366224621,AmazonS3,InstanceUsage:rds.t3.medium,6.589,2025-07-14T17:00Z,2025-07-14T18:00Z
li-8722205,2025-06-01,438202324742,AmazonRDS,TimedStorage-S3,1.606,2025-06-25T08:00Z,2025-06-25T09:00Z
li-1721890,2025-07-01,672565433405,AmazonEC2,InstanceUsage:rds.t3.medium,3.010,2025-07-03T11:00Z,2025-07-03T12:00Z
li-5429787,2025-06-01,796034356884,AmazonS3,InstanceUsage:rds.t3.medium,8.107,2025-06-28T12:00Z,2025-06-28T13:00Z
li-1789696,2025-07-01,905570637666,AmazonRDS,InstanceUsage:rds.t3.medium,5.754,2025-07-03T14:00Z,2025-07-03T15:00Z
li-3589910,2025-06-01,452023974954,AmazonRDS,BoxUsage:m6i.xlarge,1.633,2025-06-20T20:00Z,2025-06-20T21:00Z
li-5844508,2025-07-01,137486630812,AmazonRDS,BoxUsage:m6i.xlarge,6.899,2025-07-15T16:00Z,2025-07-15T17:00Z
li-5214927,2025-07-01,757072667083,AmazonS3,TimedStorage-S3,6.127,2025-07-15T17:00Z,2025-07-15T18:00Z
li-6016394,2025-07-01,194650869050,AmazonRDS,TimedStorage-S3,6.324,2025-07-04T19:00Z,2025-07-04T20:00Z
li-7077676,2025-06-01,821150846462,AmazonEC2,InstanceUsage:rds.t3.medium,9.316,2025-06-21T22:00Z,2025-06-21T23:00Z
li-2735255,2025-07-01,315824370362,AmazonEC2,InstanceUsage:rds.t3.medium,6.436,2025-07-08T05:00Z,2025-07-08T06:00Z
li-8264283,2025-07-01,853394863818,AmazonEC2,BoxUsage:m6i.xlarge,2.294,2025-07-07T04:00Z,2025-07-07T05:00Z
li-2511805,2025-07-01,188322361412,AmazonS3,InstanceUsage:rds.t3.medium,8.623,2025-07-14T04:00Z,2025-07-14T05:00Z
li-8248480,2025-06-01,221487572766,AmazonEC2,TimedStorage-S3,7.524,2025-06-26T18:00Z,2025-06-26T19:00Z
li-1239397,2025-07-01,980957343056,AmazonEC2,TimedStorage-S3,2.105,2025-07-08T00:00Z,2025-07-08T01:00Z
li-9094732,2025-06-01,268383076251,AmazonS3,BoxUsage:m6i.xlarge,1.288,2025-06-29T06:00Z,2025-06-29T07:00Z
li-7544443,2025-07-01,206049764408,AmazonRDS,InstanceUsage:rds.t3.medium,8.239,2025-07-11T05:00Z,2025-07-11T06:00Z
li-6926193,2025-06-01,487947869828,AmazonS3,TimedStorage-S3,8.778,2025-06-28T18:00Z,2025-06-28T19:00Z
li-9039812,2025-06-01,879144986060,AmazonS3,TimedStorage-S3,4.373,2025-06-22T21:00Z,2025-06-22T22:00Z
li-2774531,2025-07-01,244936147196,AmazonEC2,InstanceUsage:rds.t3.medium,4.374,2025-07-09T03:00Z,2025-07-09T04:00Z
li-9157972,2025-07-01,727494356955,AmazonS3,BoxUsage:m6i.xlarge,7.678,2025-07-08T04:00Z,2025-07-08T05:00Z
li-1984607,2025-06-01,882161089119,AmazonRDS,BoxUsage:m6i.xlarge,6.324,2025-06-20T01:00Z,2025-06-20T02:00Z
li-1317623,2025-06-01,348391941542,AmazonS3,InstanceUsage:rds.t3.medium,3.641,2025-06-21T14:00Z,2025-06-21T15:00Z
li-4717206,2025-06-01,540278419591,AmazonS3,TimedStorage-S3,8.857,2025-06-27T03:00Z,2025-06-27T04:00Z
li-2726112,2025-07-01,918316497666,AmazonRDS,TimedStorage-S3,6.532,2025-07-08T06:00Z,2025-07-08T07:00Z
li-8597234,2025-06-01,682570909684,AmazonRDS,InstanceUsage:rds.t3.medium,1.939,2025-06-26T15:00Z,2025-06-26T16:00Z
li-6614619,2025-07-01,252172027854,AmazonEC2,InstanceUsage:rds.t3.medium,0.810,2025-07-07T05:00Z,2025-07-07T06:00Z
li-9787154,2025-07-01,634856929201,AmazonEC2,TimedStorage-S3,3.136,2025-07-14T12:00Z,2025-07-14T13:00Z
li-8999180,2025-06-01,449510364273,AmazonEC2,TimedStorage-S3,6.293,2025-06-22T16:00Z,2025-06-22T17:00Z
li-5811462,2025-06-01,490645547389,AmazonRDS,BoxUsage:m6i.xlarge,2.522,2025-06-23T07:00Z,2025-06-23T08:00Z
li-7188367,2025-07-01,344900115510,AmazonRDS,BoxUsage:m6i.xlarge,2.195,2025-07-09T18:00Z,2025-07-09T19:00Z
li-9174541,2025-07-01,684805759732,AmazonEC2,InstanceUsage:rds.t3.medium,0.331,2025-07-08T05:00Z,2025-07-08T06:00Z
li-8872998,2025-07-01,999006243466,AmazonS3,InstanceUsage:rds.t3.medium,9.300,2025-07-12T06:00Z,2025-07-12T07:00Z
li-2652375,2025-07-01,445281367173,AmazonRDS,TimedStorage-S3,2.379,2025-07-14T00:00Z,2025-07-14T01:00Z
li-9838321,2025-07-01,881405657741,AmazonS3,InstanceUsage:rds.t3.medium,5.835,2025-07-17T07:00Z,2025-07-17T08:00Z
li-3791657,2025-07-01,449398664831,AmazonEC2,InstanceUsage:rds.t3.medium,5.688,2025-07-12T04:00Z,2025-07-12T05:00Z
li-6606887,2025-07-01,866941451371,AmazonS3,TimedStorage-S3,7.528,2025-07-10T05:00Z,2025-07-10T06:00Z
li-4271676,2025-07-01,456369830568,AmazonRDS,InstanceUsage:rds.t3.medium,3.019,2025-07-02T14:00Z,2025-07-02T15:00Z
li-1294658,2025-06-01,161964263468,AmazonRDS,BoxUsage:m6i.xlarge,8.831,2025-06-19T15:00Z,2025-06-19T16:00Z
li-6612824,2025-07-01,879463677836,AmazonEC2,TimedStorage-S3,1.265,2025-07-09T05:00Z,2025-07-09T06:00Z
li-9949164,2025-07-01,548936340596,AmazonRDS,InstanceUsage:rds.t3.medium,8.946,2025-07-10T15:00Z,2025-07-10T16:00Z
li-3184747,2025-07-01,309763211646,AmazonEC2,InstanceUsage:rds.t3.medium,0.862,2025-07-17T14:00Z,2025-07-17T15:00Z
li-5818319,2025-07-01,353262970569,AmazonRDS,InstanceUsage:rds.t3.medium,7.796,2025-07-04T21:00Z,2025-07-04T22:00Z
li-2381631,2025-06-01,402283055473,AmazonEC2,BoxUsage:m6i.xlarge,4.455,2025-06-21T02:00Z,2025-06-21T03:00Z
li-7690195,2025-07-01,448676041623,AmazonRDS,InstanceUsage:rds.t3.medium,2.620,2025-07-11T00:00Z,2025-07-11T01:00Z
li-4328201,2025-07-01,790675872552,AmazonEC2,BoxUsage:m6i.xlarge,3.223,2025-07-01T11:00Z,2025-07-01T12:00Z
li-5206820,2025-06-01,323425682463,AmazonEC2,BoxUsage:m6i.xlarge,3.284,2025-06-24T21:00Z,2025-06-24T22:00Z
li-6283062,2025-07-01,989640590559,AmazonEC2,InstanceUsage:rds.t3.medium,4.861,2025-07-10T09:00Z,2025-07-10T10:00Z
li-6438280,2025-06-01,858657238105,AmazonS3,TimedStorage-S3,0.850,2025-06-23T01:00Z,2025-06-23T02:00Z
li-9518714,2025-06-01,404045810887,AmazonEC2,TimedStorage-S3,1.552,2025-06-30T13:00Z,2025-06-30T14:00Z
li-2068700,2025-07-01,833450407781,AmazonRDS,InstanceUsage:rds.t3.medium,5.663,2025-07-02T16:00Z,2025-07-02T17:00Z
li-6104849,2025-06-01,918796585517,AmazonRDS,BoxUsage:m6i.xlarge,6.272,2025-06-19T10:00Z,2025-06-19T11:00Z
li-1912104,2025-07-01,998202927238,AmazonS3,BoxUsage:m6i.xlarge,9.686,2025-07-14T04:00Z,2025-07-14T05:00Z
